                    ************************************************************************************************
                    *  Z= 29 A= 65: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 65 and ldmodel= 1  *
   4.25  0.672  6.67E+01 6.20E+01 3.96E+02 6.75E+00 1.14E+01 1.28E+01 1.14E+01 8.45E+00 5.37E+00 2.96E+00 1.42E+00 6.00E-01 2.23E-01 7.29E-02 2.11E-02 5.39E-03 1.22E-03 2.45E-04 4.37E-05 6.91E-06 9.71E-07 1.21E-07 1.34E-08 1.32E-09 1.16E-10 9.00E-12 6.23E-13 3.83E-14 2.10E-15 1.02E-16 4.43E-18 1.71E-19 5.87E-21
   4.50  0.692  8.68E+01 8.04E+01 5.23E+02 8.51E+00 1.44E+01 1.63E+01 1.47E+01 1.11E+01 7.20E+00 4.06E+00 2.00E+00 8.70E-01 3.34E-01 1.13E-01 3.41E-02 9.11E-03 2.16E-03 4.57E-04 8.60E-05 1.44E-05 2.15E-06 2.86E-07 3.39E-08 3.58E-09 3.38E-10 2.85E-11 2.14E-12 1.43E-13 8.58E-15 4.58E-16 2.19E-17 9.31E-19 3.54E-20
   4.75  0.711  1.13E+02 1.04E+02 6.90E+02 1.07E+01 1.83E+01 2.09E+01 1.90E+01 1.46E+01 9.62E+00 5.54E+00 2.80E+00 1.25E+00 4.95E-01 1.74E-01 5.44E-02 1.51E-02 3.76E-03 8.33E-04 1.65E-04 2.91E-05 4.60E-06 6.51E-07 8.22E-08 9.30E-09 9.42E-10 8.53E-11 6.92E-12 5.03E-13 3.27E-14 1.91E-15 9.96E-17 4.66E-18 1.95E-19
   5.00  0.729  1.47E+02 1.35E+02 9.10E+02 1.36E+01 2.32E+01 2.67E+01 2.46E+01 1.91E+01 1.28E+01 7.53E+00 3.90E+00 1.79E+00 7.28E-01 2.64E-01 8.56E-02 2.48E-02 6.42E-03 1.49E-03 3.09E-04 5.74E-05 9.58E-06 1.43E-06 1.92E-07 2.32E-08 2.51E-09 2.44E-10 2.13E-11 1.67E-12 1.17E-13 7.42E-15 4.22E-16 2.16E-17 9.89E-19
   5.50  0.765  2.61E+02 2.28E+02 1.58E+03 2.17E+01 3.73E+01 4.36E+01 4.10E+01 3.27E+01 2.26E+01 1.38E+01 7.45E+00 3.59E+00 1.54E+00 5.94E-01 2.05E-01 6.38E-02 1.78E-02 4.49E-03 1.02E-03 2.08E-04 3.83E-05 6.37E-06 9.56E-07 1.29E-07 1.58E-08 1.75E-09 1.74E-10 1.57E-11 1.28E-12 9.40E-14 6.25E-15 3.75E-16 2.04E-17
   6.00  0.799  4.53E+02 3.84E+02 2.75E+03 3.47E+01 6.03E+01 7.13E+01 6.82E+01 5.57E+01 3.97E+01 2.50E+01 1.40E+01 7.05E+00 3.18E+00 1.29E+00 4.74E-01 1.57E-01 4.70E-02 1.27E-02 3.13E-03 6.95E-04 1.40E-04 2.56E-05 4.24E-06 6.38E-07 8.70E-08 1.08E-08 1.21E-09 1.24E-10 1.15E-11 9.65E-13 7.38E-14 5.13E-15 3.24E-16
   6.50  0.831  7.76E+02 6.47E+02 4.76E+03 5.58E+01 9.74E+01 1.17E+02 1.13E+02 9.45E+01 6.90E+01 4.48E+01 2.60E+01 1.36E+01 6.42E+00 2.74E+00 1.06E+00 3.71E-01 1.18E-01 3.43E-02 9.04E-03 2.17E-03 4.73E-04 9.42E-05 1.71E-05 2.82E-06 4.25E-07 5.84E-08 7.32E-09 8.37E-10 8.72E-11 8.30E-12 7.20E-13 5.71E-14 4.13E-15
   7.00  0.863  1.32E+03 1.09E+03 8.21E+03 8.96E+01 1.58E+02 1.91E+02 1.88E+02 1.60E+02 1.19E+02 7.95E+01 4.77E+01 2.58E+01 1.27E+01 5.64E+00 2.29E+00 8.45E-01 2.85E-01 8.76E-02 2.46E-02 6.32E-03 1.48E-03 3.19E-04 6.27E-05 1.13E-05 1.86E-06 2.80E-07 3.87E-08 4.89E-09 5.67E-10 6.02E-11 5.85E-12 5.22E-13 4.26E-14
   7.50  0.893  2.22E+03 1.80E+03 1.39E+04 1.42E+02 2.51E+02 3.07E+02 3.07E+02 2.65E+02 2.02E+02 1.38E+02 8.48E+01 4.73E+01 2.40E+01 1.11E+01 4.70E+00 1.82E+00 6.43E-01 2.09E-01 6.20E-02 1.69E-02 4.23E-03 9.71E-04 2.05E-04 3.97E-05 7.06E-06 1.16E-06 1.74E-07 2.40E-08 3.05E-09 3.56E-10 3.83E-11 3.78E-12 3.44E-13
   8.00  0.922  3.68E+03 2.93E+03 2.32E+04 2.23E+02 3.96E+02 4.87E+02 4.92E+02 4.31E+02 3.34E+02 2.33E+02 1.47E+02 8.43E+01 4.41E+01 2.11E+01 9.26E+00 3.73E+00 1.38E+00 4.67E-01 1.46E-01 4.19E-02 1.11E-02 2.70E-03 6.07E-04 1.26E-04 2.39E-05 4.21E-06 6.82E-07 1.02E-07 1.40E-08 1.79E-09 2.09E-10 2.27E-11 2.26E-12
   8.50  0.951  6.03E+03 4.70E+03 3.79E+04 3.46E+02 6.16E+02 7.64E+02 7.79E+02 6.91E+02 5.45E+02 3.87E+02 2.49E+02 1.46E+02 7.87E+01 3.88E+01 1.76E+01 7.33E+00 2.81E+00 9.96E-01 3.25E-01 9.79E-02 2.72E-02 6.99E-03 1.66E-03 3.64E-04 7.37E-05 1.38E-05 2.39E-06 3.83E-07 5.68E-08 7.79E-09 9.88E-10 1.16E-10 1.26E-11
   9.00  0.978  9.75E+03 7.44E+03 6.12E+04 5.30E+02 9.48E+02 1.18E+03 1.22E+03 1.09E+03 8.73E+02 6.30E+02 4.14E+02 2.48E+02 1.37E+02 6.93E+01 3.24E+01 1.39E+01 5.53E+00 2.03E+00 6.90E-01 2.17E-01 6.30E-02 1.70E-02 4.23E-03 9.77E-04 2.09E-04 4.15E-05 7.64E-06 1.30E-06 2.06E-07 3.02E-08 4.11E-09 5.19E-10 6.08E-11
   9.50  1.005  1.56E+04 1.16E+04 9.75E+04 8.03E+02 1.44E+03 1.81E+03 1.88E+03 1.70E+03 1.38E+03 1.01E+03 6.75E+02 4.13E+02 2.33E+02 1.21E+02 5.79E+01 2.56E+01 1.05E+01 3.99E+00 1.40E+00 4.58E-01 1.39E-01 3.90E-02 1.02E-02 2.46E-03 5.55E-04 1.16E-04 2.25E-05 4.07E-06 6.82E-07 1.06E-07 1.54E-08 2.08E-09 2.61E-10
  10.00  1.031  2.46E+04 1.80E+04 1.53E+05 1.21E+03 2.18E+03 2.74E+03 2.87E+03 2.62E+03 2.15E+03 1.60E+03 1.08E+03 6.76E+02 3.88E+02 2.06E+02 1.01E+02 4.60E+01 1.94E+01 7.59E+00 2.76E+00 9.33E-01 2.93E-01 8.56E-02 2.33E-02 5.88E-03 1.39E-03 3.04E-04 6.20E-05 1.18E-05 2.09E-06 3.44E-07 5.28E-08 7.56E-09 1.01E-09
  11.00  1.081  6.63E+04 4.17E+04 3.67E+05 2.66E+03 4.81E+03 6.12E+03 6.49E+03 6.03E+03 5.04E+03 3.84E+03 2.68E+03 1.72E+03 1.03E+03 5.66E+02 2.90E+02 1.38E+02 6.12E+01 2.53E+01 9.73E+00 3.50E+00 1.17E+00 3.67E-01 1.07E-01 2.92E-02 7.45E-03 1.77E-03 3.95E-04 8.22E-05 1.60E-05 2.91E-06 4.95E-07 7.87E-08 1.17E-08
  12.00  1.130  1.60E+05 9.34E+04 8.43E+05 5.66E+03 1.03E+04 1.32E+04 1.42E+04 1.34E+04 1.14E+04 8.83E+03 6.31E+03 4.17E+03 2.56E+03 1.46E+03 7.75E+02 3.84E+02 1.78E+02 7.68E+01 3.11E+01 1.18E+01 4.16E+00 1.38E+00 4.29E-01 1.25E-01 3.41E-02 8.71E-03 2.09E-03 4.70E-04 9.91E-05 1.96E-05 3.64E-06 6.33E-07 1.03E-07
  13.00  1.176  3.62E+05 2.02E+05 1.87E+06 1.17E+04 2.15E+04 2.77E+04 3.00E+04 2.86E+04 2.47E+04 1.96E+04 1.43E+04 9.65E+03 6.08E+03 3.57E+03 1.95E+03 1.00E+03 4.81E+02 2.17E+02 9.13E+01 3.62E+01 1.34E+01 4.69E+00 1.54E+00 4.73E-01 1.37E-01 3.72E-02 9.52E-03 2.29E-03 5.18E-04 1.10E-04 2.20E-05 4.15E-06 7.34E-07
  14.00  1.220  7.88E+05 4.26E+05 4.03E+06 2.38E+04 4.36E+04 5.67E+04 6.18E+04 5.97E+04 5.22E+04 4.19E+04 3.12E+04 2.15E+04 1.39E+04 8.34E+03 4.70E+03 2.48E+03 1.23E+03 5.74E+02 2.51E+02 1.03E+02 4.01E+01 1.46E+01 5.02E+00 1.62E+00 4.95E-01 1.42E-01 3.85E-02 9.81E-03 2.36E-03 5.35E-04 1.14E-04 2.30E-05 4.38E-06
  15.00  1.263  1.66E+06 8.75E+05 8.45E+06 4.71E+04 8.66E+04 1.13E+05 1.24E+05 1.21E+05 1.07E+05 8.74E+04 6.60E+04 4.64E+04 3.05E+04 1.88E+04 1.08E+04 5.88E+03 3.00E+03 1.44E+03 6.53E+02 2.78E+02 1.12E+02 4.25E+01 1.52E+01 5.14E+00 1.64E+00 4.94E-01 1.41E-01 3.78E-02 9.59E-03 2.30E-03 5.21E-04 1.12E-04 2.26E-05
  16.00  1.304  3.42E+06 1.76E+06 1.73E+07 9.13E+04 1.69E+05 2.21E+05 2.45E+05 2.41E+05 2.15E+05 1.77E+05 1.36E+05 9.71E+04 6.50E+04 4.08E+04 2.41E+04 1.34E+04 7.01E+03 3.46E+03 1.61E+03 7.11E+02 2.96E+02 1.16E+02 4.32E+01 1.52E+01 5.05E+00 1.59E+00 4.72E-01 1.33E-01 3.54E-02 8.94E-03 2.14E-03 4.83E-04 1.03E-04
  17.00  1.344  6.87E+06 3.45E+06 3.46E+07 1.74E+05 3.22E+05 4.24E+05 4.72E+05 4.68E+05 4.22E+05 3.52E+05 2.73E+05 1.98E+05 1.35E+05 8.61E+04 5.19E+04 2.95E+04 1.58E+04 8.00E+03 3.83E+03 1.73E+03 7.44E+02 3.02E+02 1.16E+02 4.22E+01 1.46E+01 4.76E+00 1.48E+00 4.33E-01 1.21E-01 3.19E-02 7.98E-03 1.90E-03 4.27E-04
  18.00  1.383  1.35E+07 6.66E+06 6.80E+07 3.26E+05 6.04E+05 7.99E+05 8.94E+05 8.92E+05 8.13E+05 6.85E+05 5.37E+05 3.95E+05 2.73E+05 1.77E+05 1.09E+05 6.29E+04 3.44E+04 1.78E+04 8.75E+03 4.07E+03 1.79E+03 7.49E+02 2.97E+02 1.12E+02 3.98E+01 1.35E+01 4.33E+00 1.32E+00 3.83E-01 1.05E-01 2.76E-02 6.84E-03 1.61E-03
  19.00  1.421  2.62E+07 1.26E+07 1.31E+08 6.00E+05 1.12E+06 1.48E+06 1.67E+06 1.67E+06 1.54E+06 1.31E+06 1.04E+06 7.71E+05 5.39E+05 3.56E+05 2.22E+05 1.31E+05 7.30E+04 3.86E+04 1.94E+04 9.21E+03 4.16E+03 1.79E+03 7.27E+02 2.82E+02 1.04E+02 3.62E+01 1.20E+01 3.80E+00 1.14E+00 3.27E-01 8.89E-02 2.30E-02 5.66E-03
  20.00  1.458  4.97E+07 2.36E+07 2.48E+08 1.09E+06 2.03E+06 2.71E+06 3.06E+06 3.09E+06 2.86E+06 2.45E+06 1.96E+06 1.48E+06 1.05E+06 7.00E+05 4.43E+05 2.65E+05 1.51E+05 8.12E+04 4.16E+04 2.02E+04 9.35E+03 4.11E+03 1.72E+03 6.83E+02 2.58E+02 9.30E+01 3.19E+01 1.04E+01 3.24E+00 9.58E-01 2.70E-01 7.25E-02 1.85E-02
  22.50  1.547  3.13E+08 1.05E+08 1.15E+09 4.59E+06 8.58E+06 1.15E+07 1.31E+07 1.35E+07 1.26E+07 1.10E+07 9.04E+06 6.96E+06 5.07E+06 3.49E+06 2.29E+06 1.42E+06 8.38E+05 4.71E+05 2.52E+05 1.28E+05 6.24E+04 2.89E+04 1.28E+04 5.39E+03 2.17E+03 8.33E+02 3.06E+02 1.07E+02 3.58E+01 1.14E+01 3.48E+00 1.01E+00 2.82E-01
  25.00  1.630  1.40E+09 4.36E+08 4.89E+09 1.80E+07 3.38E+07 4.56E+07 5.25E+07 5.43E+07 5.17E+07 4.58E+07 3.82E+07 3.00E+07 2.24E+07 1.58E+07 1.06E+07 6.80E+06 4.15E+06 2.41E+06 1.34E+06 7.11E+05 3.60E+05 1.75E+05 8.08E+04 3.58E+04 1.52E+04 6.15E+03 2.38E+03 8.85E+02 3.15E+02 1.07E+02 3.49E+01 1.09E+01 3.25E+00
  30.00  1.786  3.23E+10 6.18E+09 7.30E+10 2.32E+08 4.39E+08 5.98E+08 6.97E+08 7.34E+08 7.13E+08 6.49E+08 5.56E+08 4.52E+08 3.49E+08 2.57E+08 1.80E+08 1.21E+08 7.77E+07 4.78E+07 2.82E+07 1.59E+07 8.62E+06 4.48E+06 2.23E+06 1.07E+06 4.92E+05 2.17E+05 9.22E+04 3.76E+04 1.47E+04 5.54E+03 2.01E+03 6.97E+02 2.33E+02
  40.00  2.062  7.10E+12 7.06E+11 9.04E+12 2.29E+10 4.37E+10 6.03E+10 7.16E+10 7.72E+10 7.72E+10 7.27E+10 6.49E+10 5.51E+10 4.48E+10 3.48E+10 2.60E+10 1.86E+10 1.28E+10 8.53E+09 5.45E+09 3.36E+09 2.00E+09 1.14E+09 6.32E+08 3.37E+08 1.74E+08 8.65E+07 4.15E+07 1.93E+07 8.63E+06 3.74E+06 1.56E+06 6.32E+05 2.47E+05
  50.00  2.306  4.80E+14 4.73E+13 6.44E+14 1.37E+12 2.63E+12 3.66E+12 4.40E+12 4.82E+12 4.92E+12 4.74E+12 4.34E+12 3.81E+12 3.20E+12 2.58E+12 2.01E+12 1.50E+12 1.09E+12 7.61E+11 5.14E+11 3.36E+11 2.12E+11 1.30E+11 7.71E+10 4.42E+10 2.46E+10 1.33E+10 6.92E+09 3.50E+09 1.72E+09 8.18E+08 3.77E+08 1.69E+08 7.33E+07
  60.00  2.526  2.21E+16 2.16E+15 3.09E+16 5.73E+13 1.10E+14 1.54E+14 1.87E+14 2.08E+14 2.15E+14 2.11E+14 1.97E+14 1.76E+14 1.52E+14 1.26E+14 1.01E+14 7.82E+13 5.86E+13 4.25E+13 2.99E+13 2.04E+13 1.35E+13 8.68E+12 5.41E+12 3.28E+12 1.93E+12 1.10E+12 6.12E+11 3.30E+11 1.73E+11 8.83E+10 4.38E+10 2.11E+10 9.89E+09
  70.00  2.728  7.62E+17 7.40E+16 1.10E+18 1.81E+15 3.49E+15 4.93E+15 6.02E+15 6.73E+15 7.05E+15 7.00E+15 6.64E+15 6.05E+15 5.31E+15 4.50E+15 3.69E+15 2.93E+15 2.26E+15 1.69E+15 1.22E+15 8.64E+14 5.92E+14 3.95E+14 2.56E+14 1.62E+14 9.94E+13 5.94E+13 3.46E+13 1.96E+13 1.08E+13 5.83E+12 3.05E+12 1.56E+12 7.76E+11
  80.00  2.916  2.08E+19 2.00E+18 3.10E+19 4.59E+16 8.87E+16 1.26E+17 1.54E+17 1.74E+17 1.84E+17 1.84E+17 1.77E+17 1.63E+17 1.46E+17 1.26E+17 1.05E+17 8.51E+16 6.70E+16 5.13E+16 3.82E+16 2.77E+16 1.95E+16 1.34E+16 8.98E+15 5.86E+15 3.73E+15 2.31E+15 1.40E+15 8.25E+14 4.75E+14 2.67E+14 1.46E+14 7.81E+13 4.08E+13
  90.00  3.093  4.69E+20 4.48E+19 7.15E+20 9.69E+17 1.88E+18 2.66E+18 3.29E+18 3.73E+18 3.97E+18 4.01E+18 3.89E+18 3.64E+18 3.28E+18 2.87E+18 2.44E+18 2.01E+18 1.61E+18 1.26E+18 9.55E+17 7.08E+17 5.11E+17 3.60E+17 2.47E+17 1.66E+17 1.09E+17 6.95E+16 4.34E+16 2.65E+16 1.58E+16 9.17E+15 5.21E+15 2.90E+15 1.57E+15
 100.00  3.261  9.01E+21 8.54E+20 1.40E+22 1.75E+19 3.40E+19 4.84E+19 6.00E+19 6.83E+19 7.31E+19 7.46E+19 7.29E+19 6.88E+19 6.28E+19 5.56E+19 4.78E+19 3.99E+19 3.25E+19 2.58E+19 1.99E+19 1.51E+19 1.11E+19 7.98E+18 5.61E+18 3.85E+18 2.58E+18 1.69E+18 1.09E+18 6.81E+17 4.17E+17 2.50E+17 1.47E+17 8.42E+16 4.73E+16
 110.00  3.420  1.51E+23 1.42E+22 2.39E+23 2.77E+20 5.38E+20 7.68E+20 9.56E+20 1.09E+21 1.18E+21 1.21E+21 1.19E+21 1.13E+21 1.04E+21 9.32E+20 8.10E+20 6.86E+20 5.66E+20 4.55E+20 3.57E+20 2.74E+20 2.05E+20 1.50E+20 1.08E+20 7.55E+19 5.17E+19 3.47E+19 2.27E+19 1.46E+19 9.18E+18 5.65E+18 3.40E+18 2.01E+18 1.16E+18
 120.00  3.572  2.24E+24 2.09E+23 3.59E+24 3.91E+21 7.60E+21 1.09E+22 1.36E+22 1.56E+22 1.68E+22 1.74E+22 1.72E+22 1.65E+22 1.53E+22 1.38E+22 1.21E+22 1.04E+22 8.66E+21 7.06E+21 5.61E+21 4.37E+21 3.32E+21 2.47E+21 1.80E+21 1.28E+21 8.95E+20 6.11E+20 4.09E+20 2.68E+20 1.72E+20 1.08E+20 6.68E+19 4.04E+19 2.39E+19
 130.00  3.718  2.99E+25 2.76E+24 4.86E+25 4.97E+22 9.68E+22 1.39E+23 1.74E+23 2.00E+23 2.17E+23 2.25E+23 2.25E+23 2.17E+23 2.02E+23 1.84E+23 1.63E+23 1.41E+23 1.19E+23 9.76E+22 7.86E+22 6.19E+22 4.77E+22 3.60E+22 2.66E+22 1.92E+22 1.36E+22 9.48E+21 6.46E+21 4.31E+21 2.82E+21 1.81E+21 1.14E+21 7.04E+20 4.26E+20
 140.00  3.858  3.63E+26 3.33E+25 5.98E+26 5.78E+23 1.13E+24 1.62E+24 2.03E+24 2.34E+24 2.55E+24 2.66E+24 2.67E+24 2.58E+24 2.43E+24 2.23E+24 1.99E+24 1.73E+24 1.47E+24 1.22E+24 9.95E+23 7.92E+23 6.17E+23 4.71E+23 3.53E+23 2.59E+23 1.86E+23 1.31E+23 9.08E+22 6.16E+22 4.10E+22 2.68E+22 1.72E+22 1.08E+22 6.68E+21
 150.00  3.994  4.06E+27 3.70E+26 6.75E+27 6.19E+24 1.21E+25 1.74E+25 2.18E+25 2.53E+25 2.76E+25 2.89E+25 2.91E+25 2.84E+25 2.68E+25 2.47E+25 2.22E+25 1.95E+25 1.67E+25 1.40E+25 1.15E+25 9.24E+24 7.28E+24 5.62E+24 4.26E+24 3.16E+24 2.30E+24 1.65E+24 1.16E+24 7.96E+23 5.38E+23 3.57E+23 2.33E+23 1.49E+23 9.35E+22
 160.00  4.124  4.20E+28 3.80E+27 7.05E+28 6.16E+25 1.20E+26 1.73E+26 2.18E+26 2.53E+26 2.78E+26 2.91E+26 2.94E+26 2.88E+26 2.74E+26 2.54E+26 2.30E+26 2.03E+26 1.75E+26 1.48E+26 1.23E+26 9.94E+25 7.90E+25 6.17E+25 4.72E+25 3.54E+25 2.61E+25 1.89E+25 1.34E+25 9.37E+24 6.42E+24 4.32E+24 2.86E+24 1.86E+24 1.19E+24
